date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:45:35	1728/1728	---M--	200	added ('OK')	text/css	date:Sun,%2028%20Apr%202024%2014:16:56%20GMT	http://www.ecologytheme.com/theme/eduwise/css/assets/slick.css	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/css/assets/slick.css	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:45:36	3446/3446	---M--	200	added ('OK')	text/css	date:Sun,%2028%20Apr%202024%2014:16:54%20GMT	http://www.ecologytheme.com/theme/eduwise/css/assets/meanmenu.css	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/css/assets/meanmenu.css	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:45:37	195216/195216	---M--	200	added ('OK')	text/css	date:Sun,%2028%20Apr%202024%2014:16:45%20GMT	http://www.ecologytheme.com/theme/eduwise/css/style.css	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/css/style.css	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:45:37	25404/25404	---M--	200	added ('OK')	text/css	date:Sun,%2028%20Apr%202024%2014:16:46%20GMT	http://www.ecologytheme.com/theme/eduwise/css/responsive.css	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/css/responsive.css	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:45:38	4085/4085	---M--	200	added ('OK')	text/css	date:Sun,%2028%20Apr%202024%2014:16:42%20GMT	http://www.ecologytheme.com/theme/eduwise/css/demo.css	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/css/demo.css	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:45:39	70034/70034	---M--	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2014:16:16%20GMT	http://www.ecologytheme.com/theme/eduwise/index.html	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/index.html	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:45:40	3429/3429	---M--	200	added ('OK')	image/png	date:Sun,%2028%20Apr%202024%2014:17:17%20GMT	http://www.ecologytheme.com/theme/eduwise/images/logo.png	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/images/logo.png	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:45:40	78409/78409	---M--	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2014:16:24%20GMT	http://www.ecologytheme.com/theme/eduwise/index-2.html	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/index-2.html	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:45:42	50563/50563	---M--	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2014:16:22%20GMT	http://www.ecologytheme.com/theme/eduwise/index-3.html	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/index-3.html	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:45:44	71163/71163	---M--	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2014:16:28%20GMT	http://www.ecologytheme.com/theme/eduwise/index-4.html	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/index-4.html	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:45:46	44989/44989	---M--	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2014:16:34%20GMT	http://www.ecologytheme.com/theme/eduwise/about.html	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/about.html	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:45:48	66652/66652	---M--	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2014:16:22%20GMT	http://www.ecologytheme.com/theme/eduwise/course-details.html	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/course-details.html	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:45:49	43033/43033	---M--	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2014:16:20%20GMT	http://www.ecologytheme.com/theme/eduwise/blog.html	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/blog.html	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:45:50	28809/28809	---M--	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2014:16:28%20GMT	http://www.ecologytheme.com/theme/eduwise/blog-2.html	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/blog-2.html	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:45:52	32489/32489	---M--	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2014:16:18%20GMT	http://www.ecologytheme.com/theme/eduwise/blog-3.html	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/blog-3.html	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:45:52	46380/46380	---M--	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2014:16:31%20GMT	http://www.ecologytheme.com/theme/eduwise/blog-details.html	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/blog-details.html	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:45:52	30050/30050	---M--	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2014:16:24%20GMT	http://www.ecologytheme.com/theme/eduwise/event.html	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/event.html	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:45:54	31530/31530	---M--	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2014:16:14%20GMT	http://www.ecologytheme.com/theme/eduwise/event-details.html	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/event-details.html	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:45:55	33766/33766	---M--	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2014:16:31%20GMT	http://www.ecologytheme.com/theme/eduwise/become-a-teacher.html	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/become-a-teacher.html	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:45:56	43384/43384	---M--	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2014:16:20%20GMT	http://www.ecologytheme.com/theme/eduwise/teacher-profile.html	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/teacher-profile.html	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:45:57	31841/31841	---M--	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2014:16:26%20GMT	http://www.ecologytheme.com/theme/eduwise/teachers.html	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/teachers.html	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:45:58	24570/24570	---M--	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2014:16:26%20GMT	http://www.ecologytheme.com/theme/eduwise/forgot-password.html	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/forgot-password.html	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:45:59	28169/28169	---M--	200	added ('OK')	text/html	date:Sun,%2028%20Apr%202024%2014:16:17%20GMT	http://www.ecologytheme.com/theme/eduwise/contact.html	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/contact.html	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:46:06	56544/56544	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Apr%202024%2014:17:35%20GMT	http://www.ecologytheme.com/theme/eduwise/images/courses/courses_1.jpg	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/images/courses/courses_1.jpg	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:46:06	43859/43859	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Apr%202024%2014:17:33%20GMT	http://www.ecologytheme.com/theme/eduwise/images/courses/courses_2.jpg	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/images/courses/courses_2.jpg	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:46:06	37013/37013	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Apr%202024%2014:17:33%20GMT	http://www.ecologytheme.com/theme/eduwise/images/courses/courses_3.jpg	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/images/courses/courses_3.jpg	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:46:07	44664/44664	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Apr%202024%2014:17:36%20GMT	http://www.ecologytheme.com/theme/eduwise/images/courses/courses_4.jpg	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/images/courses/courses_4.jpg	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:46:09	3804/3804	---M--	200	added ('OK')	image/png	date:Sun,%2028%20Apr%202024%2014:17:20%20GMT	http://www.ecologytheme.com/theme/eduwise/images/logo2.png	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/images/logo2.png	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:46:13	54160/54160	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Apr%202024%2014:17:37%20GMT	http://www.ecologytheme.com/theme/eduwise/images/courses/courses_5.jpg	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/images/courses/courses_5.jpg	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:46:13	44491/44491	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Apr%202024%2014:17:32%20GMT	http://www.ecologytheme.com/theme/eduwise/images/courses/courses_6.jpg	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/images/courses/courses_6.jpg	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:46:15	37106/37106	---M--	200	added ('OK')	image/png	date:Sun,%2028%20Apr%202024%2014:18:44%20GMT	http://www.ecologytheme.com/theme/eduwise/images/shapes/footer_2.png	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/images/shapes/footer_2.png	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:46:17	19197/19197	---M--	200	added ('OK')	application/javascript	date:Sun,%2028%20Apr%202024%2014:19:42%20GMT	http://www.ecologytheme.com/theme/eduwise/js/popper.min.js	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/js/popper.min.js	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:46:19	72310/72310	---M--	200	added ('OK')	image/png	date:Sun,%2028%20Apr%202024%2014:18:45%20GMT	http://www.ecologytheme.com/theme/eduwise/images/shapes/testimonial_2_shpe_1.png	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/images/shapes/testimonial_2_shpe_1.png	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:46:21	20219/20219	---M--	200	added ('OK')	application/javascript	date:Sun,%2028%20Apr%202024%2014:19:42%20GMT	http://www.ecologytheme.com/theme/eduwise/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/js/jquery.magnific-popup.min.js	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:46:23	51039/51039	---M--	200	added ('OK')	application/javascript	date:Sun,%2028%20Apr%202024%2014:19:39%20GMT	http://www.ecologytheme.com/theme/eduwise/js/bootstrap.min.js	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/js/bootstrap.min.js	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:46:24	23890/23890	---M--	200	added ('OK')	application/javascript	date:Sun,%2028%20Apr%202024%2014:19:39%20GMT	http://www.ecologytheme.com/theme/eduwise/js/owl.carousel.min.js	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/js/owl.carousel.min.js	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:46:24	4019/4019	---M--	200	added ('OK')	application/javascript	date:Sun,%2028%20Apr%202024%2014:19:45%20GMT	http://www.ecologytheme.com/theme/eduwise/js/jquery.meanmenu.min.js	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/js/jquery.meanmenu.min.js	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:46:25	8416/8416	---M--	200	added ('OK')	application/javascript	date:Sun,%2028%20Apr%202024%2014:19:36%20GMT	http://www.ecologytheme.com/theme/eduwise/js/wow.min.js	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/js/wow.min.js	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:46:26	8051/8051	---M--	200	added ('OK')	application/javascript	date:Sun,%2028%20Apr%202024%2014:19:44%20GMT	http://www.ecologytheme.com/theme/eduwise/js/waypoints.min.js	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/js/waypoints.min.js	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:46:26	1076/1076	---M--	200	added ('OK')	application/javascript	date:Sun,%2028%20Apr%202024%2014:19:41%20GMT	http://www.ecologytheme.com/theme/eduwise/js/jquery.counterup.min.js	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/js/jquery.counterup.min.js	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:46:27	411/411	---M--	200	added ('OK')	application/javascript	date:Sun,%2028%20Apr%202024%2014:19:36%20GMT	http://www.ecologytheme.com/theme/eduwise/js/demo.js	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/js/demo.js	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:46:27	4971/4971	---M--	200	added ('OK')	application/javascript	date:Sun,%2028%20Apr%202024%2014:19:41%20GMT	http://www.ecologytheme.com/theme/eduwise/js/custom.js	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/js/custom.js	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:46:27	41953/41953	---M--	200	added ('OK')	application/javascript	date:Sun,%2028%20Apr%202024%2014:19:44%20GMT	http://www.ecologytheme.com/theme/eduwise/js/slick.min.js	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/js/slick.min.js	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:46:27	97162/97162	---M--	200	added ('OK')	application/javascript	date:Sun,%2028%20Apr%202024%2014:19:38%20GMT	http://www.ecologytheme.com/theme/eduwise/js/jquery-3.2.1.min.js	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/js/jquery-3.2.1.min.js	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:46:36	60895/60895	---M--	200	added ('OK')	image/png	date:Sun,%2028%20Apr%202024%2014:17:05%20GMT	http://www.ecologytheme.com/theme/eduwise/demo/index_1.png	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/demo/index_1.png	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:46:36	59925/59925	---M--	200	added ('OK')	image/png	date:Sun,%2028%20Apr%202024%2014:17:04%20GMT	http://www.ecologytheme.com/theme/eduwise/demo/index_2.png	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/demo/index_2.png	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:46:40	71995/71995	---M--	200	added ('OK')	image/png	date:Sun,%2028%20Apr%202024%2014:17:09%20GMT	http://www.ecologytheme.com/theme/eduwise/demo/about.png	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/demo/about.png	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:46:40	26486/26486	---M--	200	added ('OK')	image/png	date:Sun,%2028%20Apr%202024%2014:17:12%20GMT	http://www.ecologytheme.com/theme/eduwise/demo/blog.png	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/demo/blog.png	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:46:44	45852/45852	---M--	200	added ('OK')	image/png	date:Sun,%2028%20Apr%202024%2014:17:09%20GMT	http://www.ecologytheme.com/theme/eduwise/demo/blog_details.png	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/demo/blog_details.png	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:46:57	77722/77722	---M--	200	added ('OK')	image/png	date:Sun,%2028%20Apr%202024%2014:17:11%20GMT	http://www.ecologytheme.com/theme/eduwise/demo/teacher_pro.png	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/demo/teacher_pro.png	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:47:07	162648/162648	---M--	200	added ('OK')	image/png	date:Sun,%2028%20Apr%202024%2014:17:03%20GMT	http://www.ecologytheme.com/theme/eduwise/demo/event_details.png	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/demo/event_details.png	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:47:09	181552/181552	---M--	200	added ('OK')	image/png	date:Sun,%2028%20Apr%202024%2014:17:06%20GMT	http://www.ecologytheme.com/theme/eduwise/demo/event.png	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/demo/event.png	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:47:12	90346/90346	---M--	200	added ('OK')	image/png	date:Sun,%2028%20Apr%202024%2014:17:12%20GMT	http://www.ecologytheme.com/theme/eduwise/demo/course.png	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/demo/course.png	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:47:19	72407/72407	---M--	200	added ('OK')	image/png	date:Sun,%2028%20Apr%202024%2014:17:07%20GMT	http://www.ecologytheme.com/theme/eduwise/demo/course_details.png	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/demo/course_details.png	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:47:20	45969/45969	---M--	200	added ('OK')	image/png	date:Sun,%2028%20Apr%202024%2014:17:08%20GMT	http://www.ecologytheme.com/theme/eduwise/demo/contact.png	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/demo/contact.png	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:47:22	80015/80015	---M--	200	added ('OK')	image/png	date:Sun,%2028%20Apr%202024%2014:17:14%20GMT	http://www.ecologytheme.com/theme/eduwise/demo/team.png	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/demo/team.png	(from http://www.ecologytheme.com/theme/eduwise/course.html)
21:47:31	61336/61336	---M--	200	added ('OK')	font/woff2	date:Sun,%2028%20Apr%202024%2014:19:03%20GMT	http://www.ecologytheme.com/theme/eduwise/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/fonts/fa-brands-400.woff2	(from http://www.ecologytheme.com/theme/eduwise/css/assets/font-awesome.min.css)
21:47:37	111620/111620	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2028%20Apr%202024%2014:19:07%20GMT	http://www.ecologytheme.com/theme/eduwise/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/fonts/fa-brands-400.eot	(from http://www.ecologytheme.com/theme/eduwise/css/assets/font-awesome.min.css)
21:47:40	111620/111620	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2028%20Apr%202024%2014:19:07%20GMT	http://www.ecologytheme.com/theme/eduwise/fonts/fa-brands-400.eot?	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/fonts/fa-brands-400d41d.eot	(from http://www.ecologytheme.com/theme/eduwise/css/assets/font-awesome.min.css)
21:47:47	599658/599658	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2028%20Apr%202024%2014:19:07%20GMT	http://www.ecologytheme.com/theme/eduwise/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/fonts/fa-brands-400.svg	(from http://www.ecologytheme.com/theme/eduwise/css/assets/font-awesome.min.css)
21:47:47	71560/71560	---M--	200	added ('OK')	font/woff	date:Sun,%2028%20Apr%202024%2014:19:15%20GMT	http://www.ecologytheme.com/theme/eduwise/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/fonts/fa-brands-400.woff	(from http://www.ecologytheme.com/theme/eduwise/css/assets/font-awesome.min.css)
21:47:50	12188/12188	---M--	200	added ('OK')	font/woff2	date:Sun,%2028%20Apr%202024%2014:19:11%20GMT	http://www.ecologytheme.com/theme/eduwise/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/fonts/fa-regular-400.woff2	(from http://www.ecologytheme.com/theme/eduwise/css/assets/font-awesome.min.css)
21:47:52	31272/31272	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2028%20Apr%202024%2014:18:55%20GMT	http://www.ecologytheme.com/theme/eduwise/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/fonts/fa-regular-400.eot	(from http://www.ecologytheme.com/theme/eduwise/css/assets/font-awesome.min.css)
21:47:55	14724/14724	---M--	200	added ('OK')	font/woff	date:Sun,%2028%20Apr%202024%2014:19:04%20GMT	http://www.ecologytheme.com/theme/eduwise/fonts/fa-regular-400.woff	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/fonts/fa-regular-400.woff	(from http://www.ecologytheme.com/theme/eduwise/css/assets/font-awesome.min.css)
21:47:55	31272/31272	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2028%20Apr%202024%2014:18:55%20GMT	http://www.ecologytheme.com/theme/eduwise/fonts/fa-regular-400.eot?	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/fonts/fa-regular-400d41d.eot	(from http://www.ecologytheme.com/theme/eduwise/css/assets/font-awesome.min.css)
21:47:59	104530/104530	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2028%20Apr%202024%2014:19:11%20GMT	http://www.ecologytheme.com/theme/eduwise/fonts/fa-regular-400.svg	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/fonts/fa-regular-400.svg	(from http://www.ecologytheme.com/theme/eduwise/css/assets/font-awesome.min.css)
21:48:01	111384/111384	---M--	200	added ('OK')	font/ttf	date:Sun,%2028%20Apr%202024%2014:19:14%20GMT	http://www.ecologytheme.com/theme/eduwise/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/fonts/fa-brands-400.ttf	(from http://www.ecologytheme.com/theme/eduwise/css/assets/font-awesome.min.css)
21:48:02	31044/31044	---M--	200	added ('OK')	font/ttf	date:Sun,%2028%20Apr%202024%2014:19:01%20GMT	http://www.ecologytheme.com/theme/eduwise/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/fonts/fa-regular-400.ttf	(from http://www.ecologytheme.com/theme/eduwise/css/assets/font-awesome.min.css)
21:48:09	50372/50372	---M--	200	added ('OK')	font/woff2	date:Sun,%2028%20Apr%202024%2014:18:51%20GMT	http://www.ecologytheme.com/theme/eduwise/fonts/fa-solid-900.woff2	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/fonts/fa-solid-900.woff2	(from http://www.ecologytheme.com/theme/eduwise/css/assets/font-awesome.min.css)
21:48:20	133140/133140	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2028%20Apr%202024%2014:18:53%20GMT	http://www.ecologytheme.com/theme/eduwise/fonts/fa-solid-900.eot	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/fonts/fa-solid-900.eot	(from http://www.ecologytheme.com/theme/eduwise/css/assets/font-awesome.min.css)
21:48:20	63836/63836	---M--	200	added ('OK')	font/woff	date:Sun,%2028%20Apr%202024%2014:19:09%20GMT	http://www.ecologytheme.com/theme/eduwise/fonts/fa-solid-900.woff	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/fonts/fa-solid-900.woff	(from http://www.ecologytheme.com/theme/eduwise/css/assets/font-awesome.min.css)
21:48:21	704616/704616	---M--	200	added ('OK')	image/png	date:Sun,%2028%20Apr%202024%2014:17:15%20GMT	http://www.ecologytheme.com/theme/eduwise/demo/index_3.png	C:/My%20Web%20Sites/webv1/www.ecologytheme.com/theme/eduwise/demo/index_3.png	(from http://www.ecologytheme.com/theme/eduwise/course.html)
